MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,N4,28,T371,28,1,28,28,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE STN STEEL SCRB
M1,N4,28,T373,55,11,55,5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N4,28,T374,208,2,78,39,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS PURE AND GENTLE
M1,N4,28,T374,208,1,130,130,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N4,28,T375,152,6,28.5,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,28,T375,152,6,57,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,N4,28,T375,152,5,47.5,9.5,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT GERMICHECK+CVTYPRTCN
M1,N4,28,T375,152,2,19,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,N4,28,T376,434.5,6,28.5,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,28,T376,434.5,1,100,100,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX CLASSIC
M1,N4,28,T376,434.5,3,306,102,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
M1,N4,28,T377,256,1,90,90,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,H.P.NUTRITIONS,GLACIER,GLACIER
M1,N4,28,T377,256,1,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
M1,N4,28,T377,256,1,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,N4,28,T377,256,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
M1,N4,28,T377,256,1,24,24,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD WHOLE WHEAT
M1,N4,28,T377,256,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N4,28,T377,256,1,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,N4,28,T377,256,1,9.5,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,N4,28,T377,256,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N4,28,T377,256,1,27,27,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,N4,28,T377,256,1,29,29,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,N4,28,T378,252.32,1,10,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N4,28,T378,252.32,12,56.16,4.68,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST SPECIAL CREAM,SUNFEAST SPECIAL CREAM CHOCO
M1,N4,28,T378,252.32,12,56.16,4.68,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,N4,28,T378,252.32,1,130,130,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,L'OREAL INDIA,L'OREAL,L'OREAL PARIS
M1,N4,28,T379,173,6,60,10,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,28,T379,173,1,46,46,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,N4,28,T379,173,1,67,67,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,29,T380,92,1,30,30,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,N4,29,T380,92,1,24,24,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,N4,29,T380,92,1,38,38,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N4,29,T381,197,1,50,50,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,29,T381,197,6,57,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,29,T381,197,1,90,90,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR ALOE FRESH
M1,N4,29,T383,625,1,90,90,HOME INSECTICIDES CTG  (8/93),AEROSOL,AEROSOL,GODREJ CONSUMER PRODS,HIT,HIT
M1,N4,29,T383,625,1,80,80,MOSQUITO REPELLANTS CTG (8/93),STARTER KIT LV,STARTER KIT LV,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ADVANCE ACTIVE
M1,N4,29,T383,625,6,408,68,MOSQUITO REPELLANTS CTG (8/93),LIQUID VAPORISER,LIQUID VAPORISER,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ACTIV+
M1,N4,29,T383,625,1,47,47,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,N RANGA RAO & SONS,CYCLE,CYCLE
M1,N4,29,T385,407.16,12,56.16,4.68,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,N4,29,T385,407.16,2,76,38,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,N4,29,T385,407.16,1,95,95,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,HINDUSTAN UNILEVER LIMITED,FAIR & LOVELY,FAIR & LOVELY MULTIVITAMIN
M1,N4,29,T385,407.16,2,180,90,HAIR OILS PKTP(8/02),RIGID,VACNO,MARICO INDS,PARACHUTE,PARACHUTE ADVANSED JASMINE
M1,N4,29,T386,190,4,19,4.75,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,HINDUSTAN UNILEVER LIMITED,INDULEKHA,INDULEKHA
M1,N4,29,T386,190,1,66,66,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 LIME AND ALOE VERA
M1,N4,29,T386,190,1,105,105,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA PREMIUM,TATA PREMIUM
M1,N4,29,T387,199,1,19,19,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,29,T387,199,1,70,70,SKIN CREAMS,OTHER FACE CREAMS,OTHER FACE CREAMS,HINDUSTAN UNILEVER LIMITED,FAIR & LOVELY,FAIR & LOVELY MENS FAIRNESS
M1,N4,29,T387,199,1,63,63,SKIN CREAMS,FACE WASH,FACE WASH,HIMALAYA DRUG,HIMALAYA,HIMALAYA PURIFYING NEEM FC WS
M1,N4,29,T387,199,1,47,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N4,29,T388,252,2,10,5,SALTY SNACKS (2/97),DAL,DAL,BALAJI WAFERS P L,BALAJI,BALAJI MOONG DAL
M1,N4,29,T388,252,1,175,175,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),L'OREAL INDIA,GARNIER,COLOR NATURALS
M1,N4,29,T388,252,1,67,67,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,29,T389,243,1,145,145,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX SANDAL
M1,N4,29,T389,243,1,29,29,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,N4,29,T389,243,6,69,11.5,SOAP CAKES/BARS,SOAP CAKES/BARS,SOAP CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL OK ACTIVE
M1,N4,29,T390,111,1,25,25,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),GODREJ CONSUMER PRODS,GODREJ EXPERT RICH CREME,GODREJ EXPERT RICH CRM
M1,N4,29,T390,111,2,19,9.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N4,29,T390,111,1,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE TOP,PARLE TOP
M1,N4,29,T390,111,1,9.5,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
M1,N4,29,T390,111,1,19,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N4,29,T390,111,1,29,29,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,29,T391,39,1,39,39,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,N4,29,T392,136,1,40,40,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR
M1,N4,29,T392,136,1,29,29,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,29,T392,136,1,67,67,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,29,T393,176,1,87,87,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,RECKITT BENCKISER,DERMI COOL,DERMI COOL
M1,N4,29,T393,176,1,89,89,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,POND'S  MAGIC
M1,N4,30,T394,224,4,20,5,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,BALAJI WAFERS P L,BALAJI,BALAJI GATHIYA
M1,N4,30,T394,224,1,29,29,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,30,T394,224,1,175,175,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),L'OREAL INDIA,GARNIER,COLOR NATURALS
M1,N4,30,T396,292.5,1,50,50,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,30,T396,292.5,5,47.5,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,30,T396,292.5,1,90,90,TOILET SOAPS (04/00),PREMIUM,PREMIUM,WIPRO CONS PRODS,SANTOOR,SANTOOR ALOE FRESH
M1,N4,30,T396,292.5,1,105,105,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI DUST
M1,N4,30,T398,237,1,124,124,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,30,T398,237,1,47,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N4,30,T398,237,1,66,66,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 JASMINE
M1,N4,30,T399,273,1,29,29,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,30,T399,273,1,50,50,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,30,T399,273,1,26,26,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,30,T399,273,1,67,67,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,30,T399,273,1,87,87,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,CIBACA,CIBACA TOP
M1,N4,30,T399,273,1,14,14,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,N4,30,T400,562.16,30,285,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,30,T400,562.16,1,47,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N4,30,T400,562.16,1,50,50,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,30,T400,562.16,1,124,124,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,30,T400,562.16,12,56.16,4.68,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
M1,N4,30,T401,251,1,40,40,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M1,N4,30,T401,251,12,57,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,30,T401,251,1,74,74,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,N4,30,T401,251,1,80,80,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M1,N4,30,T402,345,1,45,45,TOOTH BRUSH   (7/93),MANUAL,MANUAL,COLGATE-PALMOLIVE,COLGATE,COLGATE SENSITIVE
M1,N4,30,T402,345,1,47,47,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,N4,30,T402,345,1,106,106,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,N4,30,T402,345,1,90,90,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL LIME
M1,N4,30,T402,345,6,57,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,30,T403,179.5,1,49,49,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M1,N4,30,T403,179.5,1,102,102,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
M1,N4,30,T403,179.5,3,28.5,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M1,N4,30,T405,387.91,12,56.16,4.68,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST SPECIAL CREAM,SUNFEAST SPCL CREAM ORANGE
M1,N4,30,T405,387.91,2,44,22,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M1,N4,30,T405,387.91,1,67,67,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N4,30,T405,387.91,1,48,48,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,PARLE PRODS,MELODY,MELODY CHOCOLATY
M1,N4,30,T405,387.91,2,19,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,N4,30,T405,387.91,4,76,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N4,30,T405,387.91,5,23.75,4.75,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,N4,30,T405,387.91,2,54,27,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N4,30,T407,139.5,1,130,130,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M1,N4,30,T407,139.5,1,9.5,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,N4,30,T408,100,1,100,100,TOILET SOAPS (04/00),PREMIUM,PREMIUM,CHOLAYIL PVT LTD,MEDIMIX,MEDIMIX CLASSIC
M1,N4,30,T409,88,4,19,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N4,30,T409,88,1,26,26,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,N4,30,T409,88,1,43,43,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M1,N4,30,T410,66,1,66,66,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,PROCTER & GAMBLE,HEAD & SHOULDERS,HEAD & SHOULDERS NEW
M1,N4,30,T411,81,2,38,19,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N4,30,T411,81,1,43,43,HOME INSECTICIDES CTG  (8/93),RAT KILL,RAT KILL,PEST CONTROL INDIA P LTD,TRUBBLE GUM,TRUBBLE GUM
M1,N4,30,T412,440,1,160,160,HAIR OILS PKTP(8/02),RIGID,HAIR FALL,EMAMI,KESH KING,KESH KING
M1,N4,30,T412,440,1,280,280,HAIR OILS PKTP(8/02),RIGID,COOLING OIL,G K BURMAN HERBALS,HIMGANGE,HIMGANGE
M1,N4,30,T413,134,1,134,134,SQSH CRDLS & SFT DRNK-CONVERTD,CRUSHES,CRUSHES,MAPRO,MAPRO,MAPRO
M1,N4,30,T415,231,1,49,49,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M1,N4,30,T415,231,1,58,58,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,N4,30,T415,231,1,124,124,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N5,2,T69,50,1,50,50,AGARBATTI & DHOOPBATTI,AGARBATTI,AGARBATTI,SHALIMAR AGARBATTI COMPANY,SHALIMAR,SHALIMAR
M1,N5,2,T71,110,1,10,10,CONFECTIONERY - COUGH LOZENGE,CONFECTIONERY - COUGH LOZENGE,CONFECTIONERY - COUGH LOZENGE,WRIGLEY INDIA,DOUBLEMINT,DOUBLEMINT
M1,N5,2,T71,110,1,10,10,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CARIBBEAN STYLE
M1,N5,2,T71,110,2,20,10,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PEPSICO INDIA,KUR KURE,KUR KURE CHUTNEY RAJASTHANI ST
M1,N5,2,T71,110,1,70,70,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M1,N5,2,T72,136,1,32,32,MOSQUITO REPELLANTS CTG (8/93),COILS,COILS,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT JUMBO
M1,N5,2,T72,136,1,5,5,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,N5,2,T72,136,1,99,99,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,BABOOL,BABOOL
M1,N5,2,T73,20,2,20,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD ZIG ZAG
M1,N5,2,T75,20,1,10,10,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N5,2,T75,20,1,10,10,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,N5,2,T78,28,1,28,28,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,N5,2,T80,744,5,50,10,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
M1,N5,2,T80,744,1,190,190,"FRAGRANCE-PERFUM,DEO & COLOGNE",FRAGRANCE - DEODORANT,FRAGRANCE - DEODORANT,VANESA CARE PVT LTD,DENVER,DENVER HAMILTON
M1,N5,2,T80,744,1,260,260,"FRAGRANCE-PERFUM,DEO & COLOGNE",FRAGRANCE - PERFUME,FRAGRANCE - PERFUME,RAMSONS,RAMSONS,RAMSONS
M1,N5,2,T80,744,1,185,185,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
M1,N5,2,T80,744,1,39,39,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,N5,2,T80,744,1,20,20,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,N5,2,T83,40,2,40,20,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,N5,2,T84,83,1,45,45,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,AYUR HERBALS PVT LTD,AYUR,AYUR HERBAL
M1,N5,2,T84,83,1,38,38,SANITARY NAPKINS,SANITARY NAPKINS,SANITARY NAPKINS,UNICHARM INDIA PVT LTD,SOFY,SOFY BODY FIT
M1,N5,2,T87,235,1,10,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
M1,N5,2,T87,235,1,10,10,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,N5,2,T87,235,1,40,40,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,VITA MARIE GOLD
M1,N5,2,T87,235,1,175,175,MILK FOODS,MILK FOODS,MILK FOODS,G C M M F,AMUL SPRAY,AMUL SPRAY
M1,N5,2,T89,195,3,30,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,KAIRA DISTRICT CO-OP MILK,AMUL,AMUL
M1,N5,2,T89,195,2,20,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,I T C,SUNFEAST MOM'S MAGIC,SUNFEAST MOM'S MGC RICH BUTTER
M1,N5,2,T89,195,2,20,10,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,N5,2,T89,195,1,125,125,SKIN CREAMS,FACE WASH,FACE WASH,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS FACE WASH
M1,N5,2,T90,165,1,165,165,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,HINDUSTAN UNILEVER LIMITED,SUNSILK,SUNSILK
